r_reco_mm,merged_smooth_bias_r_rec_minus_r_true_mm
6994.997498749375,-4.102462772234479
7003.851925962982,-4.142058893315
7012.706353176589,-4.181921229101262
7021.560780390195,-4.2220483070007795
7030.415207603803,-4.26243865442108
7039.2696348174095,-4.303090798769683
7048.1240620310155,-4.344003267454102
7056.978489244622,-4.385174587881865
7065.832916458229,-4.426603287460493
7074.687343671837,-4.468287893597501
7083.541770885443,-4.51022693370041
7092.39619809905,-4.552418935176744
7101.250625312657,-4.594862425434021
7110.1050525262635,-4.637555931879758
7118.95947973987,-4.680497981921482
7127.813906953477,-4.723687102966714
7136.668334167083,-4.767121822422965
7145.522761380691,-4.810800667697765
7154.377188594298,-4.85472216619863
7163.231615807905,-4.898884845333082
7172.086043021511,-4.943287232508635
7180.9404702351185,-4.98792785513282
7189.794897448725,-5.032805240613152
7198.649324662331,-5.077917916357147
7207.503751875938,-5.123264409772333
7216.358179089545,-5.168843248266228
7225.212606303152,-5.214652959246347
7234.067033516759,-5.2606920701202196
7242.921460730366,-5.306959108295363
7251.775887943972,-5.353452601179289
7260.630315157579,-5.40017107617953
7269.484742371186,-5.447113060703602
7278.339169584793,-5.4942770821590265
7287.193596798399,-5.541661667953316
7296.048024012007,-5.589265345494001
7304.902451225614,-5.637086642188598
7313.75687843922,-5.685124085444621
7322.611305652827,-5.733376202669605
7331.465732866434,-5.781841521271062
7340.32016008004,-5.8305185686565055
7349.174587293647,-5.879405872233467
7358.029014507254,-5.928501959409463
7366.88344172086,-5.977805357592011
7375.737868934468,-6.027314594188638
7384.592296148075,-6.077028196606859
7393.4467233616815,-6.1269446922541935
7402.3011505752875,-6.177062608538163
7411.155577788895,-6.227380472866291
7420.010005002502,-6.277896812646098
7428.864432216108,-6.328610155285095
7437.718859429715,-6.379519028190817
7446.573286643323,-6.430621958770777
7455.427713856929,-6.481917474432487
7464.2821410705355,-6.533404102583483
7473.136568284142,-6.585080370631277
7481.990995497749,-6.636944805983392
7490.845422711356,-6.6889959360473386
7499.699849924963,-6.741232288230651
7508.55427713857,-6.793652389940846
7517.408704352176,-6.846254768585433
7526.263131565784,-6.899037951571951
7535.1175587793905,-6.9520004663079105
7543.971985992996,-7.005140840200824
7552.826413206603,-7.058457600658226
7561.680840420211,-7.11194927508763
7570.535267633817,-7.165614390896552
7579.389694847424,-7.219451475492524
7588.244122061031,-7.273459056283057
7597.098549274639,-7.327635660675676
7605.9529764882445,-7.3819798160779
7614.807403701851,-7.436490049897245
7623.661830915458,-7.4911648895412375
7632.516258129064,-7.546002862417394
7641.370685342672,-7.601002495933239
7650.225112556279,-7.656162317496289
7659.079539769885,-7.711480854514063
7667.933966983492,-7.76695663439409
7676.7883941970995,-7.822588184543884
7685.642821410706,-7.878374032370964
7694.497248624312,-7.934312705282848
7703.351675837919,-7.990402730687067
7712.206103051527,-8.046642635991134
7721.060530265133,-8.103030948602568
7729.91495747874,-8.15956619592889
7738.769384692347,-8.216246905377625
7747.623811905953,-8.273071604356291
7756.47823911956,-8.33003882027241
7765.332666333167,-8.387147080533497
7774.187093546773,-8.444394912547073
7783.04152076038,-8.501780843720663
7791.895947973988,-8.559303401461788
7800.750375187595,-8.61696111317797
7809.604802401201,-8.674752506276715
7818.459229614808,-8.73267610816556
7827.313656828415,-8.790730446252017
7836.168084042021,-8.848914047943603
7845.022511255628,-8.90722544064785
7853.876938469235,-8.965663151772276
7862.731365682842,-9.024225708724387
7871.585792896449,-9.082911638911721
7880.440220110056,-9.14171946974179
7889.2946473236625,-9.200647728622114
7898.1490745372685,-9.25969494296021
7907.003501750876,-9.318859640163613
7915.857928964483,-9.37814034763983
7924.712356178089,-9.43753559279638
7933.566783391696,-9.497043903040792
7942.421210605304,-9.556663805780584
7951.27563781891,-9.616393828423272
7960.1300650325165,-9.676232498376384
7968.984492246123,-9.736178343047433
7977.83891945973,-9.796229889843936
7986.693346673337,-9.856385666173427
7995.547773886944,-9.916644199443422
8004.40220110055,-9.97700401706143
8013.256628314158,-10.037463646434988
8022.111055527765,-10.0980216149716
8030.965482741371,-10.158676450078795
8039.819909954978,-10.219426679164103
8048.674337168584,-10.280270829635025
8057.528764382191,-10.341207428899088
8066.383191595799,-10.402235004363824
8075.237618809405,-10.463352083436742
8084.092046023011,-10.524557193525357
8092.94647323662,-10.58584886203721
8101.8009004502255,-10.647225616379798
8110.6553276638315,-10.70868598396065
8119.509754877439,-10.7702284921873
8128.364182091046,-10.831851668467245
8137.218609304652,-10.893554040208013
8146.07303651826,-10.955334134817145
8154.927463731866,-11.017190479702137
8163.781890945474,-11.07912160227052
8172.6363181590805,-11.1411260299298
8181.490745372686,-11.203202290087516
8190.345172586294,-11.265348910151188
8199.1995997999,-11.32756441752832
8208.054027013506,-11.389847339626442
8216.908454227114,-11.452196203853086
8225.762881440722,-11.514609537615744
8234.617308654328,-11.577085868321957
8243.471735867935,-11.639623723379252
8252.326163081541,-11.70222163019513
8261.180590295147,-11.764878116177112
8270.035017508755,-11.827591708732747
8278.889444722361,-11.890360935269522
8287.743871935967,-11.953184323194963
8296.598299149575,-12.016060399916615
8305.452726363183,-12.078987692841968
8314.307153576789,-12.141964729378559
8323.161580790396,-12.20499003693391
8332.016008004002,-12.26806214291553
8340.870435217608,-12.33117957473094
8349.724862431216,-12.394340859787684
8358.579289644822,-12.45754452549325
8367.43371685843,-12.520789099255177
8376.288144072038,-12.584073108480979
8385.142571285643,-12.647395080578173
8393.996998499251,-12.710753542954304
8402.851425712857,-12.774147023016852
8411.705852926463,-12.837574048173359
8420.560280140071,-12.901033145831361
8429.414707353677,-12.964522843398349
8438.269134567283,-13.028041668281858
8447.12356178089,-13.091588147889418
8455.977988994498,-13.155160809628523
8464.832416208104,-13.218758180906713
8473.686843421712,-13.282378789131513
8482.541270635318,-13.346021161710425
8491.395697848924,-13.409683826050976
8500.250125062532,-13.473365309560704
8509.104552276138,-13.5370641396471
8517.958979489744,-13.600778843717698
8526.813406703353,-13.664507949180033
8535.66783391696,-13.728249983441607
8544.522261130565,-13.792003473909933
8553.376688344173,-13.855766947992558
8562.231115557779,-13.91953893309698
8571.085542771387,-13.983317956630739
8579.939969984993,-14.047102546001327
8588.794397198599,-14.11089122861628
8597.648824412207,-14.174682531883139
8606.503251625814,-14.238474983209384
8615.35767883942,-14.302267110002559
8624.212106053028,-14.3660574396702
8633.066533266634,-14.429844499619788
8641.92096048024,-14.493626817258868
8650.775387693848,-14.557402919994967
8659.629814907454,-14.621171335235585
8668.48424212106,-14.684930590388252
8677.33866933467,-14.748679212860498
8686.193096548275,-14.812415730059818
8695.047523761881,-14.876138669393763
8703.901950975489,-14.939846558269835
8712.756378189095,-15.003537924095559
8721.6108054027,-15.067211294278442
8730.465232616309,-15.13086519622604
8739.319659829915,-15.194498157345825
8748.17408704352,-15.258108705045355
8757.02851425713,-15.321695366732149
8765.882941470736,-15.385256669813693
8774.737368684344,-15.448791141697557
8783.59179589795,-15.512297309791215
8792.446223111556,-15.575773701502207
8801.300650325164,-15.639218844238068
8810.15507753877,-15.702631265406296
8819.009504752376,-15.766009492414412
8827.863931965983,-15.829352052669961
8836.718359179591,-15.89265747358043
8845.572786393197,-15.955924282553353
8854.427213606805,-16.019151006996285
8863.28164082041,-16.082336174316683
8872.136068034017,-16.145478311922098
8880.990495247624,-16.20857594722007
8889.84492246123,-16.27162760761809
8898.699349674836,-16.33463182052368
8907.553776888446,-16.39758711334439
8916.408204102052,-16.46049201348771
8925.262631315658,-16.523345048361158
8934.117058529266,-16.586144745372287
8942.971485742872,-16.648889631928583
8951.825912956478,-16.71157823543758
8960.680340170085,-16.77420908330681
8969.534767383691,-16.836780702943773
8978.3891945973,-16.899291621756
8987.243621810907,-16.961884565458355
8996.098049024513,-17.02552913610153
9004.95247623812,-17.090395335174268
9013.806903451727,-17.15647027484011
9022.661330665333,-17.22374106726264
9031.51575787894,-17.29219482460543
9040.370185092546,-17.361818659032032
9049.224612306152,-17.43259968270603
9058.079039519762,-17.504525007791
9066.933466733368,-17.577581746450484
9075.787893946974,-17.65175701084807
9084.642321160582,-17.727037913147335
9093.496748374188,-17.803411565511823
9102.351175587793,-17.880865080105114
9111.205602801401,-17.959385569090795
9120.060030015007,-18.038960144632398
9128.914457228613,-18.119575918893524
9137.768884442223,-18.201220004037737
9146.623311655829,-18.28387951222858
9155.477738869435,-18.367541555629646
9164.332166083042,-18.452193246404512
9173.186593296648,-18.537821696716723
9182.041020510256,-18.624414018729865
9190.895447723862,-18.71195732460749
9199.749874937468,-18.800438726513175
9208.604302151078,-18.889845336610506
9217.458729364684,-18.980164267063014
9226.31315657829,-19.071382630034297
9235.167583791897,-19.16348753768793
9244.022011005503,-19.25646610218746
9252.87643821911,-19.350305435696455
9261.730865432717,-19.444992650378516
9270.585292646323,-19.540514858397163
9279.439719859929,-19.636859171916004
9288.294147073539,-19.7340127030986
9297.148574287145,-19.8319625641085
9306.00300150075,-19.93069586710929
9314.857428714358,-20.030199724264556
9323.711855927964,-20.130461247737824
9332.56628314157,-20.231467549692688
9341.420710355178,-20.33320574229273
9350.275137568784,-20.435662937701487
9359.129564782392,-20.538826248082536
9367.983991996,-20.642682785599483
9376.838419209605,-20.747219662415844
9385.692846423213,-20.852423990695232
9394.54727363682,-20.95828288260118
9403.401700850425,-21.064783450297266
9412.256128064033,-21.17191280594708
9421.110555277639,-21.279658061714166
9429.964982491245,-21.388006329762092
9438.819409704854,-21.49694472225447
9447.67383691846,-21.606460351354805
9456.528264132066,-21.716540329226696
9465.382691345674,-21.82717176803374
9474.23711855928,-21.93834177993945
9483.091545772886,-22.050037477107434
9491.945972986494,-22.162245971701264
9500.8004002001,-22.274954375884473
9509.654827413708,-22.388149801820653
9518.509254627315,-22.50181936167339
9527.363681840921,-22.615950167606215
9536.218109054527,-22.730529331782716
9545.072536268135,-22.845543966366485
9553.926963481741,-22.960981183521042
9562.781390695347,-23.076828095409986
9571.635817908955,-23.1930718141969
9580.49024512256,-23.309699452045315
9589.34467233617,-23.426698121118836
9598.199099549776,-23.544054933580995
9607.053526763382,-23.661757001595376
9615.90795397699,-23.779791437325585
9624.762381190596,-23.89814535293512
9633.616808404202,-24.0168058605876
9642.47123561781,-24.135760072446608
9651.325662831416,-24.254995100675654
9660.180090045022,-24.37449805743834
9669.034517258631,-24.494256054898255
9677.888944472237,-24.614256205218926
9686.743371685843,-24.73448562056394
9695.597798899451,-24.8549314130969
9704.452226113057,-24.975580694981314
9713.306653326663,-25.096420578380783
9722.16108054027,-25.217438175458888
9731.015507753877,-25.338620598379165
9739.869934967484,-25.4599549593052
9748.724362181092,-25.581428370400587
9757.578789394698,-25.703027943828843
9766.433216608304,-25.824740791753563
9775.287643821912,-25.946554026338344
9784.142071035518,-26.068454759746704
9792.996498249126,-26.190430104142255
9801.850925462732,-26.312467171688528
9810.705352676337,-26.434553074549104
9819.559779889947,-26.55667492488758
9828.414207103553,-26.678819834867483
9837.268634317159,-26.8009749166524
9846.123061530767,-26.92312728240593
9854.977488744373,-27.045264044291574
9863.831915957979,-27.16737231447295
9872.686343171586,-27.289439205113638
9881.540770385192,-27.411451828377164
9890.3951975988,-27.53339729642712
9899.249624812408,-27.65526272142709
9908.104052026014,-27.777035215540597
9916.95847923962,-27.898701890931246
9925.812906453228,-28.02024985976262
9934.667333666834,-28.141666234198244
9943.52176088044,-28.26293812640171
9952.376188094047,-28.384052648536606
9961.230615307653,-28.50499691276646
9970.085042521261,-28.62575803125486
9978.939469734869,-28.746323116165392
9987.793896948475,-28.8666792796616
9996.648324162083,-28.986813633907072
10005.502751375689,-29.106713291065347
10014.357178589295,-29.226365363300012
10023.211605802902,-29.34575696277466
10032.066033016508,-29.46487520165282
10040.920460230116,-29.583707192098068
10049.774887443724,-29.70224004627401
10058.62931465733,-29.820460876344168
10067.483741870936,-29.938356794472124
10076.338169084544,-30.05591491282147
10085.19259629815,-30.173122343555747
10094.047023511755,-30.289966198838528
10102.901450725363,-30.406433590833412
10111.75587793897,-30.52251163170392
10120.610305152577,-30.638187433613645
10129.464732366185,-30.75344810872618
10138.31915957979,-30.868280769205047
10147.173586793397,-30.982672527213836
10156.028014007004,-31.096610494916135
10164.88244122061,-31.210081784475467
10173.736868434216,-31.323073508055444
10182.591295647824,-31.435572777819644
10191.44572286143,-31.547566705931576
10200.300150075038,-31.659042404554846
10209.154577288646,-31.769986985853038
10218.009004502252,-31.880387561989686
10226.86343171586,-31.990231245128413
10235.717858929465,-32.09950514743271
10244.572286143071,-32.20819638106619
10253.42671335668,-32.31629205819244
10262.281140570285,-32.423779290974984
10271.135567783893,-32.53064519157743
10279.9899949975,-32.63687687216334
10288.844422211107,-32.74246144489625
10297.698849424713,-32.847386021939755
10306.55327663832,-32.95163771545745
10315.407703851926,-33.05520363761284
10324.262131065532,-33.158070900569555
10333.11655827914,-33.26022661649113
10341.970985492746,-33.361657897541136
10350.825412706354,-33.462351855883135
10359.679839919962,-33.562295603680745
10368.534267133567,-33.66147625309747
10377.388694347173,-33.75988091629691
10386.243121560781,-33.85749670544264
10395.097548774387,-33.95431073269821
10403.951975987993,-34.05031011022719
10412.806403201601,-34.14548195019318
10421.660830415209,-34.23981336475972
10430.515257628816,-34.33329146609039
10439.369684842422,-34.42590336634873
10448.224112056028,-34.51763617769835
10457.078539269636,-34.60847701230281
10465.932966483242,-34.69841298232564
10474.787393696848,-34.787431199930445
10483.641820910456,-34.8755187772808
10492.496248124062,-34.96266282654027
10501.35067533767,-35.04885045987239
10510.205102551277,-35.134068789440775
10519.059529764883,-35.21830492740896
10527.91395697849,-35.30154598594053
10536.768384192097,-35.383779077199065
10545.622811405703,-35.4649913133481
10554.477238619309,-35.545169806551215
10563.331665832917,-35.62430166897201
10572.186093046525,-35.70237401277402
10581.04052026013,-35.779373950120814
10589.894947473738,-35.85528859317599
10598.749374687344,-35.930105054103095
10607.60380190095,-36.00381044506568
10616.458229114558,-36.07639187822736
10625.312656328164,-36.14783646575166
10634.167083541772,-36.21813131980219
10643.021510755378,-36.28726355254247
10651.875937968985,-36.35522027613611
10660.730365182593,-36.42198860274665
10669.5847923962,-36.48755564453769
10678.439219609805,-36.551908513672764
10687.293646823413,-36.615034322315466
10696.148074037019,-36.67692018262936
10705.002501250625,-36.737553206777996
10713.856928464233,-36.796920506924984
10722.71135567784,-36.85500919523384
10731.565782891446,-36.91180638386818
10740.420210105054,-36.967299184991546
10749.27463731866,-37.02147471076751
10758.129064532266,-37.07432007335963
10766.983491745874,-37.125822384931524
10775.83791895948,-37.17596875764671
10784.692346173086,-37.22474630366876
10793.546773386694,-37.27214213516127
10802.401200600301,-37.31814336428778
10811.255627813907,-37.36273710321189
10820.110055027515,-37.40591046409714
10828.964482241121,-37.44765055910711
10837.818909454729,-37.48794450040538
10846.673336668335,-37.52677940015551
10855.52776388194,-37.564142370521054
10864.382191095548,-37.6000205236656
10873.236618309154,-37.634400971752704
10882.091045522762,-37.66727082694595
10890.94547273637,-37.6986172014089
10899.799899949976,-37.7284272073051
10908.654327163582,-37.75668795679817
10917.50875437719,-37.78338656205164
10926.363181590796,-37.808510135229085
10935.217608804402,-37.832045788494064
10944.07203601801,-37.85398063401017
10952.926463231617,-37.87430178394095
10961.780890445223,-37.892996350449984
10970.63531765883,-37.9107338298042
10979.489744872437,-37.92829542858889
10988.344172086043,-37.945683491119745
10997.19859929965,-37.96289941975192
11006.053026513257,-37.979944616840655
11014.907453726863,-37.996820484741065
11023.76188094047,-38.01352842580839
11032.616308154078,-38.03006984239777
11041.470735367686,-38.046446136864404
11050.325162581292,-38.06265871156347
11059.179589794898,-38.07870896885016
11068.034017008506,-38.09459831107966
11076.888444222112,-38.11032814060713
11085.742871435717,-38.12589985978778
11094.597298649325,-38.141314870976764
11103.451725862933,-38.15657457652929
11112.306153076539,-38.17168037880053
11121.160580290147,-38.18663368014567
11130.015007503753,-38.20143588291989
11138.869434717359,-38.216088389478365
11147.723861930966,-38.230592602176294
11156.578289144572,-38.24494992336885
11165.432716358178,-38.25916175541121
11174.287143571786,-38.273229500658566
11183.141570785394,-38.287154561466096
11191.995997999,-38.300938340188985
11200.850425212608,-38.31458223918242
11209.704852426214,-38.328087660801586
11218.55927963982,-38.34145600740164
11227.413706853427,-38.3546886813378
11236.268134067033,-38.367787084965215
11245.122561280641,-38.38075262063909
11253.976988494249,-38.3935866907146
11262.831415707855,-38.406290697546936
11271.685842921463,-38.418866043491285
11280.540270135069,-38.43131413090279
11289.394697348675,-38.44363636213669
11298.249124562282,-38.45583413954812
11307.103551775888,-38.46790886549229
11315.957978989494,-38.47986194232437
11324.812406203102,-38.491694772399555
11333.66683341671,-38.50340875807302
11342.521260630316,-38.51500530169995
11351.375687843924,-38.526485805635524
11360.23011505753,-38.53785167223493
11369.084542271135,-38.54910430385334
11377.938969484743,-38.56024510284595
11386.79339669835,-38.57127547156792
11395.647823911955,-38.58219681237447
11404.502251125563,-38.593010527620756
11413.35667833917,-38.60371801966196
11422.211105552777,-38.61432069085326
11431.065532766384,-38.62481994354987
11439.91995997999,-38.635217180106956
11448.774387193598,-38.64551380287969
11457.628814407204,-38.65571121422326
11466.48324162081,-38.665810816492844
11475.337668834418,-38.675814012043624
11484.192096048026,-38.68572220323081
11493.046523261632,-38.69553679240955
11501.90095047524,-38.70525918193504
11510.755377688845,-38.71489077416248
11519.609804902451,-38.724432971447015
11528.464232116059,-38.73388717614386
11537.318659329665,-38.743254790608184
11546.173086543271,-38.75253721719517
11555.027513756879,-38.76173585826
11563.881940970487,-38.77085211615786
11572.736368184092,-38.77988739324394
11581.5907953977,-38.78884309187341
11590.445222611306,-38.797720614401456
11599.299649824912,-38.80652136318326
11608.15407703852,-38.815246740574004
11617.008504252126,-38.82389814892887
11625.862931465732,-38.83247699060305
11634.717358679341,-38.84098466795172
11643.571785892947,-38.84942258333006
11652.426213106555,-38.85779213909326
11661.280640320161,-38.8660947375965
11670.135067533767,-38.874331781194954
11678.989494747375,-38.882504672243805
11687.84392196098,-38.89061481309825
11696.698349174587,-38.898663606113466
11705.552776388195,-38.90665245364463
11714.407203601802,-38.914582758046926
11723.261630815408,-38.922455921675535
11732.116058029016,-38.93027334688565
11740.970485242622,-38.93803643603245
11749.824912456228,-38.945746591471114
11758.679339669836,-38.953405215556806
11767.533766883442,-38.96101371064475
11776.388194097048,-38.96857347909009
11785.242621310657,-38.976085923248036
11794.097048524263,-38.983552445473755
11802.95147573787,-38.99097444812242
11811.805902951477,-38.99835333354925
11820.660330165083,-39.0056905041094
11829.514757378689,-39.01298736215805
11838.369184592297,-39.020245310050406
11847.223611805903,-39.02746575014162
11856.07803901951,-39.03465008478689
11864.932466233118,-39.04179971634141
11873.786893446724,-39.04891604716035
11882.641320660332,-39.05600047959888
11891.495747873938,-39.06305441601221
11900.350175087544,-39.07007925875549
11909.204602301152,-39.077076410183935
11918.059029514758,-39.08404727265272
11926.913456728364,-39.090993248517016
11935.767883941973,-39.09791574013202
11944.62231115558,-39.10481614985289
11953.476738369185,-39.11169588003483
11962.331165582793,-39.118556333033034
11971.185592796399,-39.12539891120264
11980.040020010005,-39.13222501689887
11988.894447223613,-39.1390360524769
11997.748874437219,-39.1458334202919
12006.603301650825,-39.15261852269908
12015.457728864434,-39.15939276205358
12024.31215607804,-39.166157540710614
12033.166583291646,-39.17291426102536
12042.021010505254,-39.17966432535299
12050.87543771886,-39.186409136048695
12059.729864932468,-39.19315009546767
12068.584292146073,-39.19988860596507
12077.43871935968,-39.206626069896096
12086.293146573287,-39.21336388961593
12095.147573786895,-39.22010346747974
12104.002001000501,-39.226846205842726
12112.856428214109,-39.233593507060064
12121.710855427715,-39.240346773486934
12130.56528264132,-39.24710740747853
12139.419709854928,-39.253876811390015
12148.274137068534,-39.260656387576596
12157.12856428214,-39.267447538393434
12165.98299149575,-39.27425166619571
12174.837418709356,-39.28107017333863
12183.691845922962,-39.28790446217736
12192.54627313657,-39.29475593506709
12201.400700350176,-39.301625994362986
12210.255127563782,-39.30851604242025
12219.10955477739,-39.315427481594064
12227.963981990995,-39.3223617142396
12236.818409204603,-39.32932014271204
12245.67283641821,-39.33630416936658
12254.527263631817,-39.343315196558386
12263.381690845425,-39.350354626642655
12272.23611805903,-39.35742386197457
12281.090545272637,-39.36452430490929
12289.944972486244,-39.37165735780203
12298.79939969985,-39.37882442300795
12307.653826913456,-39.386026902882236
12316.508254127066,-39.39326619978008
12325.362681340672,-39.40054371605665
12334.217108554278,-39.40786085406715
12343.071535767886,-39.415219016166745
12351.925962981491,-39.42261960471063
12360.780390195097,-39.430064022053976
12369.634817408705,-39.43755367055197
12378.489244622311,-39.4450899525598
12387.343671835917,-39.45267427043264
12396.198099049527,-39.46030802652567
12405.052526263133,-39.467992623194085
12413.906953476739,-39.47572946279306
12422.761380690346,-39.48351994767778
12431.615807903952,-39.491365480203434
12440.470235117558,-39.49926746272518
12449.324662331166,-39.507227297598234
12458.179089544772,-39.515246387177754
12467.033516758382,-39.52332613381894
12475.887943971988,-39.53146793987696
12484.742371185594,-39.539673207707004
12493.596798399201,-39.54794333966425
12502.451225612807,-39.55627973810388
12511.305652826413,-39.5646838053811
12520.160080040021,-39.57315694385106
12529.014507253627,-39.581700555868956
12537.868934467233,-39.59031604378997
12546.723361680843,-39.59900480996928
12555.577788894449,-39.607768256762085
12564.432216108054,-39.61660778652355
12573.286643321662,-39.62552480160886
12582.141070535268,-39.6345207043732
12590.995497748874,-39.64359689717177
12599.849924962482,-39.65275478235973
12608.704352176088,-39.66199576229227
12617.558779389696,-39.67132123932457
12626.413206603303,-39.68073261581181
12635.26763381691,-39.69023129410919
12644.122061030515,-39.699818676571866
12652.976488244123,-39.70949616555503
12661.83091545773,-39.71926516341388
12670.685342671335,-39.729127072503594
12679.539769884943,-39.73908329517934
12688.394197098549,-39.749135233796316
12697.248624312158,-39.759284290709694
12706.103051525764,-39.769531868274655
12714.95747873937,-39.77987936884639
12723.811905952978,-39.79032819478009
12732.666333166584,-39.80087974843091
12741.52076038019,-39.81153543215405
12750.375187593798,-39.82229664830471
12759.229614807404,-39.83316479923803
12768.084042021012,-39.844141287309235
12776.93846923462,-39.85522751487348
12785.792896448225,-39.866424884285955
12794.647323661831,-39.87773479790185
12803.501750875439,-39.88915865807635
12812.356178089045,-39.90069786716462
12821.210605302651,-39.91235382752185
12830.065032516259,-39.92412794150323
12838.919459729865,-39.936021611463936
12847.773886943472,-39.948036239759155
12856.62831415708,-39.960173228744075
12865.482741370686,-39.97243398077385
12874.337168584292,-39.9848198982037
12883.1915957979,-39.99733238338879
12892.046023011506,-40.0099728386843
12900.900450225114,-40.02274266644541
12909.75487743872,-40.035643269027325
12918.609304652326,-40.0486760487852
12927.463731865935,-40.06184240807423
12936.318159079541,-40.075143749249605
12945.172586293147,-40.08858147466648
12954.027013506755,-40.10215698668008
12962.88144072036,-40.11588708971321
12971.735867933967,-40.13007915890925
12980.590295147575,-40.144843182418896
12989.44472236118,-40.16016651051447
12998.299149574788,-40.1760364934683
13007.153576788396,-40.19244048155268
13016.008004002002,-40.20936582503994
13024.862431215608,-40.226799874202385
13033.716858429216,-40.244729979312346
13042.571285642822,-40.26314349064212
13051.425712856428,-40.28202775846405
13060.280140070035,-40.30137013305043
13069.134567283641,-40.321157964673596
13077.98899449725,-40.34137860360584
13086.843421710857,-40.36201940011951
13095.697848924463,-40.38306770448688
13104.55227613807,-40.4045108669803
13113.406703351677,-40.42633623787208
13122.261130565283,-40.44853116743454
13131.11555777889,-40.47108300593998
13139.969984992496,-40.493979103660735
13148.824412206104,-40.5172068108691
13157.678839419712,-40.540753477837406
13166.533266633318,-40.564606454837985
13175.387693846924,-40.588753092143115
13184.242121060532,-40.61318074002515
13193.096548274138,-40.63787674875638
13201.950975487744,-40.66282846860914
13210.805402701351,-40.688023249855746
13219.659829914957,-40.713448442768495
13228.514257128565,-40.73909139761972
13237.368684342173,-40.76493946468173
13246.223111555779,-40.79097999422685
13255.077538769385,-40.817200336527385
13263.931965982993,-40.843587841855665
13272.786393196599,-40.870129860483985
13281.640820410204,-40.896813742684685
13290.495247623812,-40.92362683873008
13299.34967483742,-40.95055649889247
13308.204102051028,-40.97759007344418
13317.058529264634,-41.00471491265753
13325.91295647824,-41.03191836680483
13334.767383691847,-41.0591877861584
13343.621810905453,-41.08651052099056
13352.47623811906,-41.113873921573614
13361.330665332667,-41.141265338179906
13370.185092546273,-41.16867212108171
13379.039519759881,-41.196081620551375
13387.893946973489,-41.223481186861214
13396.748374187095,-41.250858170283536
13405.6028014007,-41.278199921090646
13414.457228614308,-41.305493789554895
13423.311655827914,-41.33272712594857
13432.16608304152,-41.359887280543994
13441.020510255128,-41.38696160361349
13449.874937468736,-41.41393744542937
13458.729364682342,-41.44080215626394
13467.58379189595,-41.46754308638955
13476.438219109556,-41.49414758607847
13485.292646323162,-41.52060300560305
13494.14707353677,-41.546896695235596
13503.001500750375,-41.57301600524843
13511.855927963983,-41.598948285913856
13520.710355177589,-41.624680887504205
13529.564782391197,-41.65020116029178
13538.419209604805,-41.675496454548906
13547.27363681841,-41.7005541205479
13556.128064032016,-41.72536150856107
13564.982491245624,-41.749905968860745
13573.83691845923,-41.77417485171923
13582.691345672836,-41.79815550740886
13591.545772886444,-41.82183528620192
13600.40020010005,-41.84520153837075
13609.254627313658,-41.86824161418766
13618.109054527265,-41.89094286392498
13626.963481740871,-41.913292637855
13635.817908954477,-41.93527828625006
13644.672336168085,-41.95688715938246
13653.526763381691,-41.97810660752452
13662.381190595297,-41.998923980948575
13671.235617808905,-42.01932662992691
13680.090045022513,-42.03930190473187
13688.944472236119,-42.058837155635764
13697.798899449726,-42.07791973291089
13706.653326663332,-42.096536986829584
13715.50775387694,-42.11467626766416
13724.362181090546,-42.13232492568693
13733.216608304152,-42.14947031117021
13742.07103551776,-42.166099774386325
13750.925462731366,-42.182200665607574
13759.779889944974,-42.19776033510629
13768.634317158581,-42.21276613315479
13777.488744372187,-42.22720541002538
13786.343171585793,-42.24106551599038
13795.197598799401,-42.254333801322105
13804.052026013007,-42.266997616292876
13812.906453226613,-42.279044311175014
13821.76088044022,-42.29046123624082
13830.615307653828,-42.301235741762625
13839.469734867434,-42.31135517801273
13848.324162081042,-42.32080689526348
13857.178589294648,-42.329578243787154
13866.033016508254,-42.3376565738561
13874.887443721862,-42.34502923574262
13883.741870935468,-42.35168357971903
13892.596298149074,-42.35760695605765
13901.450725362682,-42.36278671503079
13910.30515257629,-42.367210206910784
13919.159579789897,-42.37086478196993
13928.014007003503,-42.37373779048055
13936.86843421711,-42.37581658271496
13945.722861430717,-42.37708850894548
13954.577288644323,-42.37754091944443
13963.431715857929,-42.37289265500637
13972.286143071537,-42.358118666835615
13981.140570285144,-42.333341813380265
13989.99499749875,-42.2986950068676
13998.849424712358,-42.254311159524875
14007.703851925964,-42.20032318357942
14016.55827913957,-42.1368639912585
14025.412706353178,-42.06406649478938
14034.267133566784,-41.98206360639938
14043.12156078039,-41.890988238315764
14051.975987993997,-41.79097330276579
14060.830415207605,-41.682151711976815
14069.684842421211,-41.564656378176046
14078.539269634819,-41.43862021359079
14087.393696848425,-41.30417613044836
14096.248124062031,-41.16145704097601
14105.102551275639,-41.010595857401015
14113.956978489245,-40.8517254919507
14122.811405702852,-40.684978856852304
14131.665832916458,-40.51048886433314
14140.520260130066,-40.3283884266205
14149.374687343674,-40.13881045594162
14158.22911455728,-39.94188786452384
14167.083541770886,-39.737753564594435
14175.937968984494,-39.52654046838061
14184.7923961981,-39.308381488109774
14193.646823411706,-39.08340953600914
14202.501250625313,-38.85175752430595
14211.355677838921,-38.6135583652276
14220.210105052527,-38.368944971001305
14229.064532266135,-38.1180502538543
14237.91895947974,-37.86100712601398
14246.773386693347,-37.59794849970757
